id,vulnerability,discipline,source,created_at,updated_at,sector_id,subsector_id
747e0c9e-4143-4449-a07c-f1f7f60acd02,The facility does not have an alternate site for continuity of business when the primary location is not accessible.,Resilience Management - Business Continuity,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
fa1c20bd-8913-49d2-a609-12daabfb2b58,The facility does not have a written emergency operation/emergency action plan.,Resilience Management - Emergency Action Plan,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
f73a2fb7-d1c7-4f96-a4a3-62e73fc74a1e,The facility has not coordinated the emergency operation/emergency action plan with emergency responders.,Resilience Management - Emergency Action Plan,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
25d4ddcc-c5bc-4cff-a564-64521eb087d2,The facility does not train personnel on the emergency operation/emergency action plan.,Resilience Management - Emergency Action Plan,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
9030dc85-5a1b-4b12-95b3-25a450c9a3b6,"The facility does not train volunteers, ushers, and members of the congregation or organization on emergency operation or emergency response.",Resilience Management - Emergency Action Plan,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
8e9cd762-6f94-435c-8bcc-a99414b82f28,The facility does not exercise its emergency operation/emergency action plan annually.,Resilience Management - Emergency Action Plan,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
e05cb740-baa6-47ea-b46b-5217a700760e,"The facility has not designated or identified safe rooms for use during events where shelter-in-place, hide, or lockdown are appropriate. The use of the safe room may be in response to an active-shooter event.",Resilience Management - Emergency Action Plan,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
a3ec8297-e853-4150-8bd3-dd9fbb49d9ad,"The facility does not have a security force. The lack of an adequately sized, well-trained, and well-equipped security force limits a facility's ability to respond to security incidents and/or emergencies.",Security Force,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
13130b1d-3a79-4ac0-9923-731b67f5e7f7,"The facility does not have a security force. Employees perform security-related duties such as patrols and security checks. The lack of an adequately sized, well-trained, and well-equipped security force limits a facility's ability to respond to security incidents and/or emergencies.",Security Force,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
9bfcc021-2b74-48bc-98c6-97d61f24a5db,The facility has no security team or threat assessment team to identify potential threats or respond to security incidents. The lack of a security team may allow potential threats to go unnoticed and leave the facility without the ability to respond to security incidents.,Security Force,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
acafd9e9-6282-45da-bf5d-7694aef3a05f,The facility does not have a surge capacity plan to provide additional security personnel during special circumstances or elevated threats.,Security Force,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
8ff0fe35-2c3b-4905-9db8-18f007bbef72,"The facility does not have an onsite security force. The company/organization employs a security force, but security personnel are not stationed at the facility. This limits the facility's ability to rapidly respond to security incidents and/or emergencies as they occur at the facility.",Security Force,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
18b6f5aa-9583-4f93-8569-c02d499c7b86,"The security force does not staff static posts at the facility's SAAs or other areas where entry control, monitoring, and/or protection is necessary (e.g.. main entrance, loading dock).",Security Force,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
ef4a1eed-3683-40ae-acc1-b097b087fec6,The security force does not have communications devices. Communications equipment is essential for the safe and efficient operation of the security force and the success of its assigned mission.,Security Force,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
e532cca3-044c-4b24-ba07-395644171e1f,The security force does not receive training on emergency response procedures for bomb threats.,Security Force,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
db6a4de8-89ab-4600-8e31-43954e2834f8,The security force does not receive training on emergency response procedures for break-ins.,Security Force,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
c0a5c387-b32c-4709-98de-95c0143a1c2c,The security force does not receive training on emergency response procedures for hostage/barricade situations.,Security Force,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
9b755b9d-c0c4-45d3-baf4-9c9e8f7eb06b,The security force does not receive training on emergency response procedures for fires.,Security Force,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
ea264983-9541-4a4d-beba-89a22296e103,The security force does not receive training on emergency response procedures in the event of a HAZMAT release.,Security Force,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
09e1f4cf-163b-43f3-9a29-251ef07383c4,The security force does not receive training on procedures in the event of a natural disaster.,Security Force,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
3df95a59-1746-4855-a552-fb24a1fb0f9b,The security force does not receive training on CPR/First Aid.,Security Force,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
acd74a02-8c56-4c58-950e-904fbfa52262,The security force does not receive training on emergency response procedures for active shooter attacks.,Security Force,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
3e45097d-6991-4f7b-a375-c3d7ccd39f99,The security force does not receive training on IED recognition.,Security Force,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
45d6a907-8092-4ff9-a37e-189f271e07f1,"The facility does not have comprehensive post orders for the security force, which may result in situations where security personnel do not fulfill their duties and/or perform outside the scope of their duties..",Security Force,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
a8662f3f-bb18-4667-becc-3af49e050902,The facility does not have a perimeter fence. The lack of perimeter fencing may allow unrestricted access to the facility and critical areas within the facility.,Perimeter Security,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
254573fc-c900-4c22-8b7d-7487669bce24,Less than 100% of the facility is enclosed. The lack of fencing may allow unrestricted access to the facility.,Perimeter Security,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
5287a2e5-aa09-4699-812a-1771595fa1a4,The fence is not clearly marked or identified with warning signs.,Perimeter Security,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
0518a38f-1419-416e-bbe6-15b22df5c39d,The facility has limited or no access control policies/procedures for employees.,Entry Controls,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
439c61aa-adfa-4395-b302-0c40ed634db2,The facility has limited or no access control policies/procedures for visitors.,Entry Controls,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
5fedadfc-aa18-4bc0-8134-f2a50ca96c44,The facility has limited or no access control policies/procedures for contractors/vendors.,Entry Controls,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
5fc6f81c-0ad9-477e-8638-796cfcd70b67,The facility has limited or no access control policies/procedures for customers/patrons/public.,Entry Controls,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
0179d287-2a36-4b81-b703-1ec3371d6dab,The facility has limited or no access control procedures/policies for special events.,Entry Controls,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
65055fc1-3d26-4fc9-bdbc-1ec9d6bddf01,The facility does not have a badging system.,Entry Controls,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
c2ea658d-3b6e-43f9-a1dd-829a5dcd782c,"Although the facility has a badging system in place, it is not strictly enforced.",Entry Controls,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
222d2eb6-20cf-48fd-98b8-98092c868bf8,"The facility lacks keycard (e.g., proximity card, swipe card) control policies and procedures. Without controls, keycards may be easily misused, and access control to the facility may be compromised.",Entry Controls,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
a75ed3cc-defa-4f94-82d2-1760cbc35e46,The facility does not use a proximity card access system.,Entry Controls,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
63121a69-a623-4d14-a3eb-1cb83d4eda3b,"Although access controls are enforced at the site perimeter and/or building entrance(s), the facility has limited or no internal access controls.",Entry Controls,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
2fa9fa0b-d41d-4913-b302-14b15c22c422,"Facility personnel have unrestricted access throughout the site. Controls are not in place to restrict employee access to sensitive/critical areas (e.g., control rooms, server rooms, fuel or chemical storage areas, utility service areas) to only those with a valid need for admittance.",Entry Controls,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
5cc955c6-51a0-4cee-8a90-dbfbbb1b8288,"The facility has numerous extraneous access points for ingress, or has numerous access points that are unsecured.",Entry Controls,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
9afd3bb8-dce0-44c3-98e5-37655f6190fc,"Main entrance doors are not locked, or existing locks are ineffective.",Entry Controls,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
b5c3d2b1-ed91-4af7-b995-1a3bf68e05ec,The main entrance into the building allows for unrestricted access into the facility.,Entry Controls,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
f0ea5883-5b9d-4467-a3e8-98e93424ec22,"The facility lacks key control policies and procedures. Without controls, keys may be easily misused or duplicated without authorization, and access control to the facility may be compromised.",Entry Controls,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
19964385-d014-4c6d-9fc4-6d3c35ef985a,The facility has limited or no vehicle access control policies/procedures.,Entry Controls,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
c44dfb7f-35ef-4b39-b261-63717f883845,Delivery,Parking,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
ed4e34b0-4946-4eb0-9688-e17f206aa8cd,The facility does not use barriers to mitigate high-speed avenues of approach. Barriers would reduce vehicle speeds and/or prevent vehicle penetration.,Barriers,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
d662f900-6ac8-4eee-ad2e-bc191f98ec25,One or more unobstructed high-speed avenues of approach lead to significant areas and critical assets of the facility.,Barriers,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
faea809b-1a50-4a67-ba76-0742c5d8fe0e,The facility does not have a vehicle barrier plan or system to mitigate high speed vehicle intrusion or address heavy traffic flow during special events.,Barriers,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
6c4bbe55-5d43-4c88-a974-d14b61406345,Ground-floor windows do not have protective measures to mitigate the hazardous effects of flying glass during an explosive event.,Building Envelope,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
c2322a6c-3f1d-43b6-a4fd-0671888474ab,Outside air intakes are accessible and susceptible to the introduction of CBR agents.,Building Envelope,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
a32a2db3-7679-413a-8e1b-a666767ac219,The facility does not have an interior IDS to detect attempted and successful security breaches.,Electronic Security Systems - IDS,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
0d41896b-cad9-4501-83b3-751ee93a30c1,The facility does not have a CCTV system. CCTV systems support surveillance of activities and events within and around a facility.,Electronic Security Systems - CCTV,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
766cc57c-28b1-4549-beac-8340e74d8533,"The facility does not have a CCTV system. CCTV systems provide a rapid and cost-effective method for determining the source of intrusion or other detection alarms, if they are in place, and support surveillance of activities and events within and around a facility. In addition, a well-designed CCTV system provides a cost-effective supplement to security force patrols.",Electronic Security Systems - CCTV,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
5f40dcab-935f-4553-9581-c3bd2700f444,CCTV coverage of the facility's perimeter is limited.,Electronic Security Systems - CCTV,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
5f22575b-6521-4dbb-a44a-46027e2abe6d,"CCTV coverage of areas of concern, such as gates and entryways, is limited.",Electronic Security Systems - CCTV,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
989b18ef-a70e-4861-be10-22671e5d27b1,CCTV coverage of the main vehicle entrance area is limited or non-existent.,Electronic Security Systems - CCTV,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
64c626b4-5d1b-49ff-bba6-0b580b20ab12,"The facility does not use real-time monitoring for the CCTV system, which limits the facility to reviewing recorded material only.",Electronic Security Systems - CCTV,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
634632c7-fc98-4b14-a6a0-9bf3cec20edb,"The CCTV video is not recorded; therefore, the facility cannot review footage to investigate or evaluate security incidents.",Electronic Security Systems - CCTV,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
6ae7faa5-5624-480a-a0e9-46b34d9255e3,"Fences, gates, and/or parking areas are not illuminated. A lack of quality lighting can reduce observation capabilities and diminish the safety and security posture of the facility.",Illumination,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
25cb55af-9179-47dc-9806-f97ebefa52d2,"Lighting for fences, gates, and/or parking areas is uneven and dissimilar, causing glare and shadows, and resulting in inconsistent coverage, which can produce dark areas and shadows where intruders can go undetected.",Illumination,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
c5a4071e-39d9-449b-853d-74a9ae20b019,The backup power supply covers emergency lighting for only critical locations along fences and/or gates and/or in parking areas. The backup power supply does not cover most of the existing lights.,Illumination,,2025-10-16T14:51:22+00,2025-10-16T14:51:22+00,,
